availability;description;brand;name;id;price;category;images;quantity
Wysyłamy w ciągu 2-21 dni;Materiał klosza: Szkło hartowane<br><br>Materiał obudowy: Stal<br><br>Długość: 30,5 cm<br><br>Szerokość: 30,5 cm<br><br>Wysokość: 14 cm<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa ogrodowa sufitowa LOFOTEN;27343;889.29;Sufitowe zewnętrzne;https://jasniej.com/74368-thickbox_01resp/lampa-ogrodowa-sufitowa-lofoten.jpg;4
Wysyłamy w 3-4 dni;<br><br><br> Opis<br><br>Light source<br>    LED 30 LM<br>Średnica<br>    62<br>Wysokość<br>    58<br>Barwa światła<br>    3000<br>Kolor<br>    Czarny<br>;Maytoni;Biscotti Downlight Black LED 30 LM;19188;129.0;Sufitowe zewnętrzne;https://jasniej.com/72001-thickbox_01resp/biscotti-downlight-black-led-30-lm.jpg, https://jasniej.com/72002-thickbox_01resp/biscotti-downlight-black-led-30-lm.jpg, https://jasniej.com/72003-thickbox_01resp/biscotti-downlight-black-led-30-lm.jpg;3
Wysyłamy w 3-4 dni;<br><br><br> Opis<br><br>Szerokość<br>    70<br>Light source<br>    LED 70 LM<br>Wysokość<br>    70<br>Barwa światła<br>    4000<br>Głębokość<br>    73<br>Kolor<br>    Szary<br>;Maytoni;Via Urbana Downlight Grey LED 70 LM;19212;213.0;Sufitowe zewnętrzne;https://jasniej.com/72053-thickbox_01resp/via-urbana-downlight-grey-led-70-lm.jpg;5
Wysyłamy w 3-4 dni;<br><br><br> Opis<br><br>Light source<br>    LED 120 LM<br>Średnica<br>    66<br>Wysokość<br>    47<br>Barwa światła<br>    3000<br>Kolor<br>    Czarny<br>;Maytoni;Limo Downlight Black LED 120 LM;19192;129.0;Sufitowe zewnętrzne;https://jasniej.com/72010-thickbox_01resp/limo-downlight-black-led-120-lm.jpg, https://jasniej.com/72011-thickbox_01resp/limo-downlight-black-led-120-lm.jpg, https://jasniej.com/72012-thickbox_01resp/limo-downlight-black-led-120-lm.jpg;4
17 dni;Producent: Lutec  <br>Nazwa: FLAIR  <br>Symbol: 5288801012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 313<br>  * szerokość (mm): 120<br>  * głębokość (mm): 172<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 ,40 W <br>  * max moc źródła: 40 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium/szkło<br>  * IP: IP44<br><br><br><br><br> Specyficzne kody<br>;Lutec;FLAIR SUFITOWA;8921;226.32;Sufitowe zewnętrzne;https://jasniej.com/19996-thickbox_01resp/flair-sufitowa.jpg, https://jasniej.com/19997-thickbox_01resp/flair-sufitowa.jpg, https://jasniej.com/19998-thickbox_01resp/flair-sufitowa.jpg;3
16 dni;Producent: Lutec  <br>Nazwa: DAKOTA  <br>Symbol: 5288601118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 102<br>  * szerokość (mm): 123<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,2700-6500K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;DAKOTA SUFITOWA;8920;226.32;Sufitowe zewnętrzne;https://jasniej.com/19993-thickbox_01resp/dakota-sufitowa.jpg, https://jasniej.com/19994-thickbox_01resp/dakota-sufitowa.jpg, https://jasniej.com/19995-thickbox_01resp/dakota-sufitowa.jpg;3
15 dni;Producent: Lutec  <br>Nazwa: CRUZ  <br>Symbol: 5199201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 148<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,13 W ,1000 lm ,3000K<br>  * max moc źródła: 13 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;CRUZ SUFITOWA;8919;202.95;Sufitowe zewnętrzne;https://jasniej.com/19990-thickbox_01resp/cruz-sufitowa.jpg, https://jasniej.com/19991-thickbox_01resp/cruz-sufitowa.jpg, https://jasniej.com/19992-thickbox_01resp/cruz-sufitowa.jpg;7
14 dni;Producent: Lutec  <br>Nazwa: EKLIPS  <br>Symbol: 5199001118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 146<br>  * szerokość (mm): 161<br>  * głębokość (mm): 161<br>  * ilość źródeł / rodzaj trzonka: 2 x LED zintegr. ,13 W ,1000 lm ,3000K<br>  * max moc źródła: 13 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;EKLIPS SUFITOWA;8918;270.6;Sufitowe zewnętrzne;https://jasniej.com/19987-thickbox_01resp/eklips-sufitowa.jpg, https://jasniej.com/19988-thickbox_01resp/eklips-sufitowa.jpg, https://jasniej.com/19989-thickbox_01resp/eklips-sufitowa.jpg;6
12 dni;Producent: Lutec  <br>Nazwa: URBAN  <br>Symbol: 5196501118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 92<br>  * szerokość (mm): 124<br>  * głębokość (mm): 220<br>  * ilość źródeł / rodzaj trzonka: 1 x GU10 ,7 W <br>  * max moc źródła: 7 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: brak<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;URBAN SUFITOWA;8916;103.32;Sufitowe zewnętrzne;https://jasniej.com/19981-thickbox_01resp/urban-sufitowa.jpg, https://jasniej.com/19982-thickbox_01resp/urban-sufitowa.jpg, https://jasniej.com/19983-thickbox_01resp/urban-sufitowa.jpg;8
13 dni;Producent: Lutec  <br>Nazwa: CYRA  <br>Symbol: 5198104118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 134<br>  * szerokość (mm): 78<br>  * głębokość (mm): 78<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,8 W ,500 lm ,3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;CYRA SUFITOWA;8917;180.81;Sufitowe zewnętrzne;https://jasniej.com/19984-thickbox_01resp/cyra-sufitowa.jpg, https://jasniej.com/19985-thickbox_01resp/cyra-sufitowa.jpg, https://jasniej.com/19986-thickbox_01resp/cyra-sufitowa.jpg;4
11 dni;Producent: Lutec  <br>Nazwa: HILL  <br>Symbol: 5195801001  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 164<br>  * szerokość (mm): 178<br>  * głębokość (mm): 103<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,8 W ,650 lm ,3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br><br><br> Specyficzne kody<br>;Lutec;HILL SUFITOWA;8915;158.67;Sufitowe zewnętrzne;https://jasniej.com/19978-thickbox_01resp/hill-sufitowa.jpg, https://jasniej.com/19979-thickbox_01resp/hill-sufitowa.jpg, https://jasniej.com/19980-thickbox_01resp/hill-sufitowa.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: TRUMPET  <br>Symbol: 5626001118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 94<br>  * szerokość (mm): 116<br>  * głębokość (mm): 94<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 11W 840lm 4000K<br>  * max moc źródła: 11 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/szkło<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;TRUMPET SUFITOWA;8904;180.81;Sufitowe zewnętrzne;https://jasniej.com/19945-thickbox_01resp/trumpet-sufitowa.jpg, https://jasniej.com/19946-thickbox_01resp/trumpet-sufitowa.jpg, https://jasniej.com/19947-thickbox_01resp/trumpet-sufitowa.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: BONN  <br>Symbol: 6330402001  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 123<br>  * szerokość (mm): 110<br>  * głębokość (mm): 265<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 40W<br>  * max moc źródła: 40 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Stalowy<br>  * materiał: stal nierdzewna<br>  * IP: 44<br><br><br><br><br> Specyficzne kody<br>;Lutec;BONN SUFITOWA;8802;126.69;Sufitowe zewnętrzne;https://jasniej.com/19639-thickbox_01resp/bonn-sufitowa.jpg, https://jasniej.com/19640-thickbox_01resp/bonn-sufitowa.jpg, https://jasniej.com/19641-thickbox_01resp/bonn-sufitowa.jpg;3
10 dni;Producent: Lutec  <br>Nazwa: BONN  <br>Symbol: 6330401118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 120<br>  * szerokość (mm): 135<br>  * głębokość (mm): 249<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 60W<br>  * max moc źródła: 60 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;BONN SUFITOWA;8801;150.06;Sufitowe zewnętrzne;https://jasniej.com/19636-thickbox_01resp/bonn-sufitowa.jpg, https://jasniej.com/19637-thickbox_01resp/bonn-sufitowa.jpg, https://jasniej.com/19638-thickbox_01resp/bonn-sufitowa.jpg;9
10 dni;Producent: Lutec  <br>Nazwa: SEINE  <br>Symbol: 6338201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 300<br>  * szerokość (mm): 83<br>  * głębokość (mm): 185<br>  * ilość źródeł / rodzaj trzonka: 2 x E27 20W<br>  * max moc źródła: 40 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;SEINE SUFITOWA;8798;180.81;Sufitowe zewnętrzne;https://jasniej.com/19627-thickbox_01resp/seine-sufitowa.jpg, https://jasniej.com/19628-thickbox_01resp/seine-sufitowa.jpg, https://jasniej.com/19629-thickbox_01resp/seine-sufitowa.jpg;8
10 dni;Producent: Lutec  <br>Nazwa: TITAN  <br>Symbol: 6336201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 95<br>  * szerokość (mm): 260<br>  * głębokość (mm): 260<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 60W<br>  * max moc źródła: 60 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;TITAN SUFITOWA;8797;158.67;Sufitowe zewnętrzne;https://jasniej.com/19624-thickbox_01resp/titan-sufitowa.jpg, https://jasniej.com/19625-thickbox_01resp/titan-sufitowa.jpg, https://jasniej.com/19626-thickbox_01resp/titan-sufitowa.jpg;2
10 dni;Producent: Lutec  <br>Nazwa: ORIGO  <br>Symbol: 6335142118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 87<br>  * szerokość (mm): 300<br>  * głębokość (mm): 300<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 16W 1000lm 27006500K<br>  * max moc źródła: 16 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;ORIGO SUFITOWA;8796;360.39;Sufitowe zewnętrzne;https://jasniej.com/19621-thickbox_01resp/origo-sufitowa.jpg, https://jasniej.com/19622-thickbox_01resp/origo-sufitowa.jpg, https://jasniej.com/19623-thickbox_01resp/origo-sufitowa.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: UBLO  <br>Symbol: 6349101112  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 45<br>  * szerokość (mm): 283<br>  * głębokość (mm): 153<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 15W 950lm 3000K<br>  * max moc źródła: 15 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Srebrny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;UBLO SUFITOWA;8795;226.32;Sufitowe zewnętrzne;https://jasniej.com/19618-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19619-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19620-thickbox_01resp/ublo-sufitowa.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: UBLO  <br>Symbol: 6350101112  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 45<br>  * szerokość (mm): 223<br>  * głębokość (mm): 223<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 16W 950lm 3000K<br>  * max moc źródła: 16 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Srebrny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;UBLO SUFITOWA;8794;226.32;Sufitowe zewnętrzne;https://jasniej.com/19615-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19616-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19617-thickbox_01resp/ublo-sufitowa.jpg;2
10 dni;Producent: Lutec  <br>Nazwa: UBLO  <br>Symbol: 6348102112  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 45<br>  * szerokość (mm): 193<br>  * głębokość (mm): 193<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 420lm 3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Srebrny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br><br><br> Specyficzne kody<br>;Lutec;UBLO SUFITOWA;8793;135.3;Sufitowe zewnętrzne;https://jasniej.com/19612-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19613-thickbox_01resp/ublo-sufitowa.jpg, https://jasniej.com/19614-thickbox_01resp/ublo-sufitowa.jpg;7
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Źródło światła<br>    LED<br>Kolor<br>    Biały<br>;Eko-Light;NEON LED RGB 5M 230V;30279;244.77;Girlandy zewnętrzne;https://jasniej.com/76552-thickbox_01resp/neon-led-rgb-5m-230v.jpg, https://jasniej.com/76553-thickbox_01resp/neon-led-rgb-5m-230v.jpg, https://jasniej.com/76554-thickbox_01resp/neon-led-rgb-5m-230v.jpg;6
Wysyłamy 2-7 dni;<br><br><br> Opis<br><br>Długość<br>    22 m<br>Light source<br>    20 x E27<br>Styl<br>    Industrialny<br>Styl<br>    Minimalistyczny<br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Eko-Light;GIRLANDA 20m E27 IP44;2686;429.0;Girlandy zewnętrzne;https://jasniej.com/10054-thickbox_01resp/girlanda-20m-e27-ip44.jpg, https://jasniej.com/10055-thickbox_01resp/girlanda-20m-e27-ip44.jpg;4
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Żółty<br>Kolor<br>    Biały<br>;Eko-Light;NEON FLEX LED C.BIAŁY 5M 230V;30278;110.69;Girlandy zewnętrzne;https://jasniej.com/76549-thickbox_01resp/ekoneon-flex-led-cbialy-5m-230v.jpg, https://jasniej.com/76550-thickbox_01resp/ekoneon-flex-led-cbialy-5m-230v.jpg, https://jasniej.com/76551-thickbox_01resp/ekoneon-flex-led-cbialy-5m-230v.jpg;1
Wysyłamy 2-7 dni;<br><br><br> Opis<br><br>Długość<br>    10 m<br>Light source<br>    10 x E27<br>Styl<br>    Industrialny<br>Styl<br>    Minimalistyczny<br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Eko-Light;GIRLANDA 10m E27 IP44;2685;159.0;Girlandy zewnętrzne;https://jasniej.com/10050-thickbox_01resp/girlanda-10m-e27-ip44.jpg, https://jasniej.com/10051-thickbox_01resp/girlanda-10m-e27-ip44.jpg, https://jasniej.com/10052-thickbox_01resp/girlanda-10m-e27-ip44.jpg, https://jasniej.com/10053-thickbox_01resp/girlanda-10m-e27-ip44.jpg;7
Wysyłamy 2-21 dni;<br><br><br> Opis<br><br>Szerokość<br>    7 cm<br>Light source<br>    E27<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    14 cm<br>Kolor<br>    Biały<br>;Artemide;Teti White;2552;208.0;Sufitowe;https://jasniej.com/4001-thickbox_01resp/teti-white.jpg, https://jasniej.com/4002-thickbox_01resp/teti-white.jpg;7
Wysyłamy 2-14 dni;<br><br><br> Opis<br><br>Styl<br>    Minimalistyczny<br>Kolor<br>    Biały<br>;Astro;Astro Trimless Round Fixed Fire-rated 12V;1521;417.0;Sufitowe;https://jasniej.com/2572-thickbox_01resp/astro-trimless-round-fixed-fire-rated-12v-.jpg;4
Wysyłamy w 2-14 dni;<br><br><br> Opis<br><br>Materiał<br>    metal, niklowana<br>Light source<br>    E27 / 40W<br>Styl<br>    Skandynawski<br>Źródło światła<br>    E27 / 40W<br>Wymiary<br>    13x13x12<br>;Its About RoMi;Lampa sufitowa BONN 47x23;1730;849.0;Sufitowe;https://jasniej.com/50789-thickbox_01resp/lampa-sufitowa-bonn-47x23.jpg, https://jasniej.com/50790-thickbox_01resp/lampa-sufitowa-bonn-47x23.jpg;2
Wysyłamy 2-21 dni;<br><br><br> Opis<br><br>Szerokość<br>    32 cm<br>Light source<br>    E27<br>Styl<br>    Nowoczesny<br>Wysokość<br>    21 cm<br>Kolor<br>    Biały<br>;Artemide;Kinkiet / Lampa sufitowa Edge 21;2506;769.0;Sufitowe;https://jasniej.com/3919-thickbox_01resp/kinkiet-lampa-sufitowa.jpg, https://jasniej.com/3920-thickbox_01resp/kinkiet-lampa-sufitowa.jpg;7
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Szerokość<br>    7 cm<br>Light source<br>    E27<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    14 cm<br>Kolor<br>    Pomarańczowy<br>;Artemide;Teti Orange;2553;208.0;Sufitowe;https://jasniej.com/4003-thickbox_01resp/teti-white.jpg, https://jasniej.com/4004-thickbox_01resp/teti-white.jpg;3
Ostatnie sztuki w magazynie;<br><br><br> Opis<br><br>Szerokość<br>    7 cm<br>Light source<br>    E27<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    14 cm<br>Kolor<br>    Szary<br>;Artemide;Teti Anthracite grey;2554;208.0;Sufitowe;https://jasniej.com/4005-thickbox_01resp/teti-white.jpg, https://jasniej.com/4006-thickbox_01resp/teti-white.jpg;8
Wysyłamy w 2-14 dni;<br><br><br> Opis<br><br>Materiał<br>    metal, niklowana<br>Light source<br>    E27 / 40W<br>Styl<br>    Skandynawski<br>Źródło światła<br>    E27 / 40W<br>Wymiary<br>    13x13x12cm (bez klosza)<br>;Its About RoMi;Lampa sufitowa BONN 25x25cm;1691;649.0;Sufitowe;https://jasniej.com/50553-thickbox_01resp/lampa-sufitowa-bonn-25x25cm.jpg, https://jasniej.com/50554-thickbox_01resp/lampa-sufitowa-bonn-25x25cm.jpg;3
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Light source<br>    E14<br>Styl<br>    Modern Classic<br>Wymiary<br>    Szerokość 20cm. wysokość 33.5cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon NEW YORK C03929CH;2822;979.0;Sufitowe;https://jasniej.com/4634-thickbox_01resp/plafon-new-york-c03929ch.jpg, https://jasniej.com/4635-thickbox_01resp/plafon-new-york-c03929ch.jpg;1
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 50cm. wysokołc 9cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon SVALBARD C01868WH;2819;279.0;Sufitowe;https://jasniej.com/4625-thickbox_01resp/plafon-svalbard-c01868wh.jpg, https://jasniej.com/4626-thickbox_01resp/plafon-svalbard-c01868wh.jpg, https://jasniej.com/4627-thickbox_01resp/plafon-svalbard-c01868wh.jpg;1
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 55cm. wysokość 6cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon TAO C01793WH;2814;319.0;Sufitowe;https://jasniej.com/4591-thickbox_01resp/plafon-tao-c01793wh.jpg, https://jasniej.com/4592-thickbox_01resp/plafon-tao-c01793wh.jpg, https://jasniej.com/4593-thickbox_01resp/plafon-tao-c01793wh.jpg, https://jasniej.com/4594-thickbox_01resp/plafon-tao-c01793wh.jpg, https://jasniej.com/4595-thickbox_01resp/plafon-tao-c01793wh.jpg;4
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 40cm. wysokość 10cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon PAI C01816WH;2811;149.0;Sufitowe;https://jasniej.com/4579-thickbox_01resp/plafon-pai-c01816wh.jpg, https://jasniej.com/4580-thickbox_01resp/plafon-pai-c01816wh.jpg, https://jasniej.com/4581-thickbox_01resp/plafon-pai-c01816wh.jpg, https://jasniej.com/4582-thickbox_01resp/plafon-pai-c01816wh.jpg;2
Produkt chwilowo niedostępny - zapytaj o termin;<br><br><br> Opis<br><br>Light source<br>    E27<br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 55cm. wysokość 23cm<br>Kolor<br>    Beżowy<br>;Cosmo Light;Plafon MOSCOW C05127CP;2792;1549.0;Sufitowe;https://jasniej.com/4464-thickbox_01resp/plafon-moscow-c05127cp.jpg, https://jasniej.com/4465-thickbox_01resp/plafon-moscow-c05127cp.jpg, https://jasniej.com/4466-thickbox_01resp/plafon-moscow-c05127cp.jpg;6
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 32.5cm. wysokość 10cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon PAI C01809WH;2810;159.0;Sufitowe;https://jasniej.com/4575-thickbox_01resp/plafon-pai-c01809wh.jpg, https://jasniej.com/4576-thickbox_01resp/plafon-pai-c01809wh.jpg, https://jasniej.com/4577-thickbox_01resp/plafon-pai-c01809wh.jpg, https://jasniej.com/4578-thickbox_01resp/plafon-pai-c01809wh.jpg;2
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 40cm. wysokość 6cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon TAO C01786WH;2813;199.0;Sufitowe;https://jasniej.com/4586-thickbox_01resp/plafon-tao-c01786wh.jpg, https://jasniej.com/4587-thickbox_01resp/plafon-tao-c01786wh.jpg, https://jasniej.com/4588-thickbox_01resp/plafon-tao-c01786wh.jpg, https://jasniej.com/4589-thickbox_01resp/plafon-tao-c01786wh.jpg, https://jasniej.com/4590-thickbox_01resp/plafon-tao-c01786wh.jpg;3
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Light source<br>    E14<br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 80 cm. wysokość 35cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon ROMA C08529CH;2777;3099.0;Sufitowe;https://jasniej.com/4386-thickbox_01resp/plafon-roma-c08529ch.jpg, https://jasniej.com/4387-thickbox_01resp/plafon-roma-c08529ch.jpg, https://jasniej.com/4388-thickbox_01resp/plafon-roma-c08529ch.jpg, https://jasniej.com/4389-thickbox_01resp/plafon-roma-c08529ch.jpg, https://jasniej.com/4390-thickbox_01resp/plafon-roma-c08529ch.jpg, https://jasniej.com/4391-thickbox_01resp/plafon-roma-c08529ch.jpg;7
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 30 cm. wysokość 20cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon SYDNEY C01055WH AU;2764;399.0;Sufitowe;https://jasniej.com/4334-thickbox_01resp/plafon-sydney-c01055wh-au.jpg, https://jasniej.com/4335-thickbox_01resp/plafon-sydney-c01055wh-au.jpg, https://jasniej.com/4336-thickbox_01resp/plafon-sydney-c01055wh-au.jpg;3
Wysyłamy od 2-14 dni;Plafon wykonany w całołci z jednego materiału - tekstylnego abażuruł  <br>\- co zapewnia rłwnomierne rozprowadzenie miłkkiego łwiatła nawet przy ułyciu mocnych łrłdeł<br><br>(w zalełnołci od modelu 3-5 żarówek E27 - duły gwint).<br><br>Ułycie do montału magnesłw neodymowych pozwala na łatwe odpiłcie abażura od podstawy.<br><br>Absolutny mistrz uzytecznołci!<br><br><br> Opis<br><br>Light source<br>    5 x E27<br>Styl<br>    Nowoczesny<br>Styl<br>    Minimalistyczny<br>Średnica<br>    80 cm<br>Wysokość<br>    20 cm<br>Kolor<br>    Szary<br>;Kandela;Plafon Brava P-800 czarny/szary/beżowy/bia;2694;577.0;Sufitowe;https://jasniej.com/4239-thickbox_01resp/plafon-brava-p-800-grafit-lub-bialy.jpg, https://jasniej.com/4240-thickbox_01resp/plafon-brava-p-800-grafit-lub-bialy.jpg;3
Wysyłamy 1-3 dni;<br><br><br> Opis<br><br>Styl<br>    Modern Classic<br>Wymiary<br>    średnica 30 cm. wysokość 20cm<br>Kolor<br>    Srebrny<br>;Cosmo Light;Plafon SYDNEY C01048WH AG;2763;399.0;Sufitowe;https://jasniej.com/4331-thickbox_01resp/plafon-sydney-c01048wh-ag.jpg, https://jasniej.com/4332-thickbox_01resp/plafon-sydney-c01048wh-ag.jpg, https://jasniej.com/4333-thickbox_01resp/plafon-sydney-c01048wh-ag.jpg;3
