availability;description;features;brand;name;id;price;categories;image;images
10 dni;Producent: Lutec  <br>Nazwa: CATE  <br>Symbol: 7264210213  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 945<br>  * szerokość (mm): 265<br>  * głębokość (mm): 176<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 60W<br>  * max moc źródła: 60 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Matowa rdza<br>  * materiał: aluminium/szkło<br>  * IP: 44;Specyficzne kody;Lutec;CATE STOJĄCA;8822;248.46;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CATE STOJĄCA';https://jasniej.com/19699-large_01resp/cate-stojaca.jpg;'https://jasniej.com/19699-medium_01resp/cate-stojaca.jpg', 'https://jasniej.com/19700-medium_01resp/cate-stojaca.jpg', 'https://jasniej.com/19701-medium_01resp/cate-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: POPPY  <br>Symbol: 6910802335  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 190<br>  * szerokość (mm): 48<br>  * głębokość (mm): 46<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 500lm 3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 0<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Szary<br>  * materiał: tworzywo/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;POPPY STOJĄCA;8825;676.5;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'POPPY STOJĄCA';https://jasniej.com/19708-large_01resp/poppy-stojaca.jpg;'https://jasniej.com/19708-medium_01resp/poppy-stojaca.jpg', 'https://jasniej.com/19709-medium_01resp/poppy-stojaca.jpg', 'https://jasniej.com/19710-medium_01resp/poppy-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: KELSEY  <br>Symbol: 7273602012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 400<br>  * szerokość (mm): 150<br>  * głębokość (mm): 170<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 40W<br>  * max moc źródła: 40 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 44;Specyficzne kody;Lutec;KELSEY STOJĄCA;8820;180.81;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'KELSEY STOJĄCA';https://jasniej.com/19693-large_01resp/kelsey-stojaca.jpg;'https://jasniej.com/19693-medium_01resp/kelsey-stojaca.jpg', 'https://jasniej.com/19694-medium_01resp/kelsey-stojaca.jpg', 'https://jasniej.com/19695-medium_01resp/kelsey-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: CATE  <br>Symbol: 7264230213  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 190<br>  * szerokość (mm): 430<br>  * głębokość (mm): 430<br>  * ilość źródeł / rodzaj trzonka: 3 x E27 60W<br>  * max moc źródła: 60 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Matowa rdza<br>  * materiał: aluminium/szkło<br>  * IP: 44;Specyficzne kody;Lutec;CATE STOJĄCA;8821;630.99;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CATE STOJĄCA';https://jasniej.com/19696-large_01resp/cate-stojaca.jpg;'https://jasniej.com/19696-medium_01resp/cate-stojaca.jpg', 'https://jasniej.com/19697-medium_01resp/cate-stojaca.jpg', 'https://jasniej.com/19698-medium_01resp/cate-stojaca.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    180<br>Wysokość<br>    445<br>Kolor<br>    Czarny;Maytoni;Abbey Road Landscape Lighting Black 1 x E2;19200;229.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Abbey Road Landscape Lighting Black 1 x E2';https://jasniej.com/72024-large_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg;'https://jasniej.com/72024-medium_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    225<br>Wysokość<br>    1060<br>Kolor<br>    Czarny;Maytoni;Rivoli Landscape Lighting Black 1 x E27 60;19194;515.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Rivoli Landscape Lighting Black 1 x E27 60';https://jasniej.com/72016-large_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg;'https://jasniej.com/72016-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg', 'https://jasniej.com/72017-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg'
Wysyłamy w 3- 4 dni;;Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    225<br>Wysokość<br>    1050<br>Kolor<br>    Brązowy;Maytoni;Salamanca Landscape Lighting Brown 1 x E27;19191;593.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Salamanca Landscape Lighting Brown 1 x E27';https://jasniej.com/72008-large_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg;'https://jasniej.com/72008-medium_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg', 'https://jasniej.com/72009-medium_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg'
Wysyłamy w 3- 4 dni;Temperature- and corrosion-resistant metal frame. LED module.;Opis<br><br>Light source<br>    LED 370 LM<br>Średnica<br>    108<br>Wysokość<br>    500<br>Barwa światła<br>    3000<br>Kolor<br>    Czarny;Maytoni;Landscape Lighting Wolseley Road LED 370 L;8619;353.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Landscape Lighting Wolseley Road LED 370 L';https://jasniej.com/18535-large_01resp/landscape-lighting-wolseley-road.jpg;'https://jasniej.com/18535-medium_01resp/landscape-lighting-wolseley-road.jpg'
Wysyłamy w 3- 4 dni;Metal body. Resistant to thermal shock and corrosion.Glass diffuser. LED bulbs recommended.;Opis<br><br>Szerokość<br>    140<br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Wysokość<br>    610-140<br>Wysokość<br>    610<br>Głębokość<br>    140<br>Kolor<br>    Czarny;Maytoni;Landscape Lighting Unter den Linden 1E27 6;8599;381.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Landscape Lighting Unter den Linden 1E27 6';https://jasniej.com/17480-large_01resp/landscape-lighting-unter-den-linden.jpg;'https://jasniej.com/17480-medium_01resp/landscape-lighting-unter-den-linden.jpg', 'https://jasniej.com/17481-medium_01resp/landscape-lighting-unter-den-linden.jpg', 'https://jasniej.com/18515-medium_01resp/landscape-lighting-unter-den-linden.jpg', 'https://jasniej.com/19316-medium_01resp/landscape-lighting-unter-den-linden.jpg', 'https://jasniej.com/19317-medium_01resp/landscape-lighting-unter-den-linden.jpg'
Chwilowo niedostępny – zapytaj o termin;Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.;Opis<br><br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Średnica<br>    160<br>Wysokość<br>    584<br>Kolor<br>    Brązowy;Maytoni;Landscape Lighting Oxford 1E27 60W;8581;453.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Landscape Lighting Oxford 1E27 60W';https://jasniej.com/17459-large_01resp/landscape-lighting-oxford.jpg;'https://jasniej.com/17459-medium_01resp/landscape-lighting-oxford.jpg', 'https://jasniej.com/18497-medium_01resp/landscape-lighting-oxford.jpg', 'https://jasniej.com/19295-medium_01resp/landscape-lighting-oxford.jpg'
Wysyłamy w 2-3 dni;Metal body. Resistant to thermal shock and corrosion. Textured clear glass diffuser.;Opis<br><br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Średnica<br>    240<br>Wysokość<br>    593<br>Kolor<br>    Brązowy;Maytoni;Landscape Lighting La Rambla 1E27 60W;8591;644.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Landscape Lighting La Rambla 1E27 60W';https://jasniej.com/17470-large_01resp/landscape-lighting-la-rambla.jpg;'https://jasniej.com/17470-medium_01resp/landscape-lighting-la-rambla.jpg', 'https://jasniej.com/17471-medium_01resp/landscape-lighting-la-rambla.jpg', 'https://jasniej.com/18507-medium_01resp/landscape-lighting-la-rambla.jpg', 'https://jasniej.com/19306-medium_01resp/landscape-lighting-la-rambla.jpg', 'https://jasniej.com/19307-medium_01resp/landscape-lighting-la-rambla.jpg'
Wysyłamy w 3- 4 dni;Temperature- and corrosion-resistant metal frame. Adjustment of light flow direction. LED bulbs are recommended.;Opis<br><br>Szerokość<br>    205<br>Light source<br>    2GU10 50W<br>Light source<br>    2 x GU10 50W<br>Wysokość<br>    550-205<br>Wysokość<br>    550<br>Głębokość<br>    65<br>Kolor<br>    Czarny;Maytoni;Landscape Lighting Wall Street 2GU10 50W;8622;325.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Landscape Lighting Wall Street 2GU10 50W';https://jasniej.com/18538-large_01resp/landscape-lighting-wall-street.jpg;'https://jasniej.com/18538-medium_01resp/landscape-lighting-wall-street.jpg'
Wysyłamy w 2-3 dni;Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.;Opis<br><br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Średnica<br>    160<br>Wysokość<br>    584<br>Kolor<br>    Czarny;Maytoni;Wall Lamp Oxford 1E27 60W;8578;448.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Wall Lamp Oxford 1E27 60W';https://jasniej.com/17456-large_01resp/wall-lamp-oxford.jpg;'https://jasniej.com/17456-medium_01resp/wall-lamp-oxford.jpg', 'https://jasniej.com/18494-medium_01resp/wall-lamp-oxford.jpg', 'https://jasniej.com/19292-medium_01resp/wall-lamp-oxford.jpg'
38 dni;Producent: Lutec  <br>Nazwa: MAINS  <br>Symbol: 9702202012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 80<br>  * głębokość (mm): 80<br>  * ilość źródeł / rodzaj trzonka: <br>  * max moc źródła: brak<br>  * napięcie: brak<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium<br>  * IP: IP54;Opis<br><br>Kolor<br>    Czarny;Lutec;MAINS STOJĄCA;8942;202.95;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MAINS STOJĄCA';https://jasniej.com/20059-large_01resp/mains-stojaca.jpg;'https://jasniej.com/20059-medium_01resp/mains-stojaca.jpg', 'https://jasniej.com/20060-medium_01resp/mains-stojaca.jpg', 'https://jasniej.com/20061-medium_01resp/mains-stojaca.jpg'
37 dni;Producent: Lutec  <br>Nazwa: MAINS  <br>Symbol: 9702201012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 80<br>  * głębokość (mm): 80<br>  * ilość źródeł / rodzaj trzonka: <br>  * max moc źródła: 3500 W<br>  * napięcie: brak<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium<br>  * IP: IP54;Specyficzne kody;Lutec;MAINS STOJĄCA;8941;202.95;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MAINS STOJĄCA';https://jasniej.com/20056-large_01resp/mains-stojaca.jpg;'https://jasniej.com/20056-medium_01resp/mains-stojaca.jpg', 'https://jasniej.com/20057-medium_01resp/mains-stojaca.jpg', 'https://jasniej.com/20058-medium_01resp/mains-stojaca.jpg'
36 dni;Producent: Lutec  <br>Nazwa: PANO  <br>Symbol: 7289001118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 635<br>  * szerokość (mm): 90<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,16 W ,1200 lm ,3000-5000K<br>  * max moc źródła: 16 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;PANO STOJĄCA;8940;405.9;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'PANO STOJĄCA';https://jasniej.com/20053-large_01resp/pano-stojaca.jpg;'https://jasniej.com/20053-medium_01resp/pano-stojaca.jpg', 'https://jasniej.com/20054-medium_01resp/pano-stojaca.jpg', 'https://jasniej.com/20055-medium_01resp/pano-stojaca.jpg'
35 dni;Producent: Lutec  <br>Nazwa: KIRA  <br>Symbol: 7288901118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 740<br>  * szerokość (mm): 114<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,18 W ,1200 lm ,2700-6500K<br>  * max moc źródła: 18 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;KIRA STOJĄCA;8939;360.39;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'KIRA STOJĄCA';https://jasniej.com/20050-large_01resp/kira-stojaca.jpg;'https://jasniej.com/20050-medium_01resp/kira-stojaca.jpg', 'https://jasniej.com/20051-medium_01resp/kira-stojaca.jpg', 'https://jasniej.com/20052-medium_01resp/kira-stojaca.jpg'
34 dni;Producent: Lutec  <br>Nazwa: FLAIR  <br>Symbol: 7288801012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 120<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 ,40 W<br>  * max moc źródła: 40 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium/szkło<br>  * IP: IP44;Specyficzne kody;Lutec;FLAIR STOJĄCA;8938;316.11;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'FLAIR STOJĄCA';https://jasniej.com/20047-large_01resp/flair-stojaca.jpg;'https://jasniej.com/20047-medium_01resp/flair-stojaca.jpg', 'https://jasniej.com/20048-medium_01resp/flair-stojaca.jpg', 'https://jasniej.com/20049-medium_01resp/flair-stojaca.jpg'
33 dni;Producent: Lutec  <br>Nazwa: DAKOTA  <br>Symbol: 7288602118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 450<br>  * szerokość (mm): 89<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,2700-6500K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;DAKOTA STOJĄCA;8937;270.6;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'DAKOTA STOJĄCA';https://jasniej.com/20044-large_01resp/dakota-stojaca.jpg;'https://jasniej.com/20044-medium_01resp/dakota-stojaca.jpg', 'https://jasniej.com/20045-medium_01resp/dakota-stojaca.jpg', 'https://jasniej.com/20046-medium_01resp/dakota-stojaca.jpg'
32 dni;Producent: Lutec  <br>Nazwa: DAKOTA  <br>Symbol: 7288601118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 650<br>  * szerokość (mm): 147<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,270-06500K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;DAKOTA STOJĄCA;8936;316.11;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'DAKOTA STOJĄCA';https://jasniej.com/20041-large_01resp/dakota-stojaca.jpg;'https://jasniej.com/20041-medium_01resp/dakota-stojaca.jpg', 'https://jasniej.com/20042-medium_01resp/dakota-stojaca.jpg', 'https://jasniej.com/20043-medium_01resp/dakota-stojaca.jpg'
31 dni;Producent: Lutec  <br>Nazwa: CRUZ  <br>Symbol: 7199201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,13 W ,1000 lm ,3000K<br>  * max moc źródła: 13 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;CRUZ STOJĄCA;8935;338.25;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CRUZ STOJĄCA';https://jasniej.com/20038-large_01resp/cruz-stojaca.jpg;'https://jasniej.com/20038-medium_01resp/cruz-stojaca.jpg', 'https://jasniej.com/20039-medium_01resp/cruz-stojaca.jpg', 'https://jasniej.com/20040-medium_01resp/cruz-stojaca.jpg'
30 dni;Producent: Lutec  <br>Nazwa: CYRA  <br>Symbol: 7198101118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 650<br>  * szerokość (mm): 78<br>  * głębokość (mm): 78<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,8 W ,500 lm ,3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;CYRA STOJĄCA;8934;316.11;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CYRA STOJĄCA';https://jasniej.com/20035-large_01resp/cyra-stojaca.jpg;'https://jasniej.com/20035-medium_01resp/cyra-stojaca.jpg', 'https://jasniej.com/20036-medium_01resp/cyra-stojaca.jpg', 'https://jasniej.com/20037-medium_01resp/cyra-stojaca.jpg'
29 dni;Producent: Lutec  <br>Nazwa: CUBA  <br>Symbol: 7193802118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 110<br>  * głębokość (mm): 237<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54;Specyficzne kody;Lutec;CUBA STOJĄCA;8933;316.11;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CUBA STOJĄCA';https://jasniej.com/20032-large_01resp/cuba-stojaca.jpg;'https://jasniej.com/20032-medium_01resp/cuba-stojaca.jpg', 'https://jasniej.com/20033-medium_01resp/cuba-stojaca.jpg', 'https://jasniej.com/20034-medium_01resp/cuba-stojaca.jpg'
4-5 tygodni;;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Artemide;"""O"" Floor";29488;5660.78;"'Strona główna', 'Oświetlenie', '""O"" Floor'";https://jasniej.com/75225-large_01resp/o-floor-.jpg;'https://jasniej.com/75225-medium_01resp/o-floor-.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 330 lm<br><br>Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 9 cm<br><br>Wysokość: 37 cm<br><br>Trzonek: Moduł LED wymienny<br><br>Ściemnianie DIM: Tak, fazowo<br><br>Moc: 4 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Słupek ogrodowy LED ARENDAL MINI ocynk;27385;762.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Słupek ogrodowy LED ARENDAL MINI ocynk';https://jasniej.com/74497-large_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg;'https://jasniej.com/74497-medium_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg', 'https://jasniej.com/74498-medium_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg'
Wysyłamy w ciągu 2-21 dni;Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 12 cm<br><br>Wysokość: 49 cm<br><br>Trzonek: E27;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Słupek ogrodowy LED ARENDAL ocynk;27384;889.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Słupek ogrodowy LED ARENDAL ocynk';https://jasniej.com/74494-large_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg;'https://jasniej.com/74494-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg', 'https://jasniej.com/74495-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg', 'https://jasniej.com/74496-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg'
Wysyłamy w ciągu 2-21 dni;Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 12 cm<br><br>Wysokość: 49 cm<br><br>Trzonek: E27;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Słupek ogrodowy LED ARENDAL czarny;27383;889.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Słupek ogrodowy LED ARENDAL czarny';https://jasniej.com/74491-large_01resp/slupek-ogrodowy-led-arendal-czarny.jpg;'https://jasniej.com/74491-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg', 'https://jasniej.com/74492-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg', 'https://jasniej.com/74493-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 593 lm<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Stal<br><br>Wysokość: 89 cm<br><br>Szerokość: 14 cm<br><br>Moc: 12,7 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Oprawa ARVIKA czarna;27381;1560.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa ARVIKA czarna';https://jasniej.com/74485-large_01resp/oprawa-arvika-czarna.jpg;'https://jasniej.com/74485-medium_01resp/oprawa-arvika-czarna.jpg', 'https://jasniej.com/74486-medium_01resp/oprawa-arvika-czarna.jpg', 'https://jasniej.com/74487-medium_01resp/oprawa-arvika-czarna.jpg'
Wysyłamy w ciągu 2-21dni;Strumień świetlny: 1710 lm<br><br>Skuteczność świetlna: 95 lm/W<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 216 cm<br><br>Trwałość: 50 000 h<br><br>Oddawanie barw (CRI): Ra>80;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny;Norlys;Lampa parkowa ASKER alu;27379;2217.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa parkowa ASKER alu';https://jasniej.com/74477-large_01resp/lampa-parkowa-asker-alu.jpg;'https://jasniej.com/74477-medium_01resp/lampa-parkowa-asker-alu.jpg', 'https://jasniej.com/74478-medium_01resp/lampa-parkowa-asker-alu.jpg', 'https://jasniej.com/74479-medium_01resp/lampa-parkowa-asker-alu.jpg', 'https://jasniej.com/74480-medium_01resp/lampa-parkowa-asker-alu.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 1710 lm<br><br>Skuteczność świetlna: 95 lm/W<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 216 cm<br><br>Trwałość: 50 000 h<br><br>Moc: 18 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Lampa parkowa ASKER czarny;27378;2217.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa parkowa ASKER czarny';https://jasniej.com/74474-large_01resp/lampa-parkowa-asker-czarny-.jpg;'https://jasniej.com/74474-medium_01resp/lampa-parkowa-asker-czarny-.jpg', 'https://jasniej.com/74475-medium_01resp/lampa-parkowa-asker-czarny-.jpg', 'https://jasniej.com/74476-medium_01resp/lampa-parkowa-asker-czarny-.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 1950 lm<br><br>Napięcie Wej.: 230 V<br><br>Diody LED -typ: Osram<br><br>Materiał klosza: PC struktura<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Średnica: 24,5 cm<br><br>Głębokość: 45 cm<br><br>Wysokość: 236-336 cm<br><br>Trwałość: 50000 h<br><br>Moc: 17,5 W;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny;Norlys;Oprawa słupowa KOSTER grafit;27374;1954.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Oprawa słupowa KOSTER grafit';https://jasniej.com/74464-large_01resp/oprawa-slupowa-koster-grafit.jpg;'https://jasniej.com/74464-medium_01resp/oprawa-slupowa-koster-grafit.jpg', 'https://jasniej.com/74465-medium_01resp/oprawa-slupowa-koster-grafit.jpg', 'https://jasniej.com/74466-medium_01resp/oprawa-slupowa-koster-grafit.jpg'
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 294 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal malowana proszkowo<br><br>Materiał klosza: Szkło akrylowe (PMMA)<br><br>Wysokość: 28 cm<br><br>Średnica: 17 cm<br><br>Ściemnianie DIM: Tak, fazowo;Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny;Norlys;Lampa słupkowa LED STOCKHOLM czarny;27382;1173.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'Lampa słupkowa LED STOCKHOLM czarny';https://jasniej.com/74488-large_01resp/lampa-slupkowa-led-stockholm-czarny.jpg;'https://jasniej.com/74488-medium_01resp/lampa-slupkowa-led-stockholm-czarny.jpg', 'https://jasniej.com/74490-medium_01resp/lampa-slupkowa-led-stockholm-czarny.jpg'
